Name,SEASON,GP,MIN,FG_PCT,FG3M,FT_PCT,REB,AST,TOV,STL,BLK,PTS,z_score_total
Pascal Siakam,2021-22,0.6929237957305359,1.961713423182376,0.4596962830701633,-0.08033517410473699,-0.04772857915878704,1.8709831281817066,1.6338039129778865,-1.7550420727084777,1.499707501829202,0.3870917788981114,2.0272113605947335,8.650025358492714
Paul George,2021-22,-1.1463661609240736,1.5532381952040357,-0.43654568073217087,1.9832746107106993,0.7401095261229003,1.1779015007074558,1.851591445041103,-3.4429097120807954,3.8744583790835767,-0.13113206842151004,2.272207793552989,8.29582782826421
Myles Turner,2021-22,-0.5995502278645951,0.8417007013062822,0.64385559070078,0.37824477807647106,-0.02604496158222682,1.2645367041417368,-0.707412056701688,-0.06717443333615902,-0.08345974967371436,6.0875540994139445,0.41023490307024674,8.142485347551078
Anthony Edwards,2021-22,0.8917659532067099,1.4741784736598418,-0.19099993722468186,2.0979195987560018,0.21970270428545569,0.268231864647501,0.8171006677408256,-1.6344800984675978,2.0274299189968406,0.3870917788981114,1.7822149276364778,8.140155852135486
Jaren Jackson Jr.,2021-22,1.190029189420971,0.5649916759016005,-0.5102094037844169,0.49288976612177315,0.4871339877296984,0.7014078818189079,-0.6529651736858839,-0.5494223302996788,0.44426266749392435,4.791994481114892,0.9655601511089593,7.925672892940747
Jrue Holiday,2021-22,0.6432132563614924,1.3028824103140857,0.5456372932977844,0.9514697183029812,0.03900589114745385,0.13827905949607897,2.450507158214948,-1.7550420727084777,2.2912911275806604,-0.13113206842151004,1.2922220617199667,7.768333835305463
Darius Garland,2021-22,0.6929237957305359,1.671827777520329,0.06682309345818158,1.6393396465747936,0.9858571919905827,-0.3815321611096094,3.4305510524994203,-2.840099840876397,1.499707501829202,-0.9084678394009419,1.847547309758679,7.704477527974776
Shai Gilgeous-Alexander,2021-22,0.09639732330201392,1.5400615749466708,-0.04367249112018847,0.49288976612177315,0.3931716448979375,0.3548670680817824,1.9604852110727111,-1.8756040469493571,1.499707501829202,0.9053156262177325,2.3048739846140895,7.628493163014368
Kristaps Porzingis,2021-22,-0.15215537354320358,0.7889942202768192,0.029991231932058226,0.37824477807647106,0.8051603788525808,1.6977127213131438,0.0003974225037646723,-0.42886035605879874,-0.08345974967371436,2.978211015496218,1.6025508768004235,7.616787165975762
Jimmy Butler,2021-22,0.1461078626710574,1.4346486128877438,0.287814262614921,-0.7682051023765493,0.8268439964291411,0.7447254835360488,1.7426976790094948,-1.0316702272631983,2.2912911275806604,0.12797985523830052,1.7985480231670279,7.600781573494648
Gary Trent Jr.,2021-22,0.7923448744686229,1.5795914357187677,-0.5224866909597913,2.0979195987560018,0.7039701634952998,-0.6414377714124534,-0.16294322654364743,0.2945114893864807,2.55515233616448,-0.39024399208132066,1.2922220617199667,7.598600278712406
Jarrett Allen,2021-22,0.09639732330201392,1.2238226887698906,2.7064398361636863,-1.3414300426030594,-0.3440713527051101,2.867287967675943,-0.3807307586068636,-0.5494223302996788,0.18040145891010498,2.200875244516786,0.9328939600478587,7.592463995171571
Desmond Bane,2021-22,1.090608110682884,0.8944071823357458,0.05454580628280713,2.0979195987560018,1.0653637897713035,0.09496145777893843,0.21818495456698112,-0.30829838181791874,1.2358462932453824,-0.13113206842151004,1.2758889661894162,7.588295709370032
Lonzo Ball,2021-22,-0.9475240034478996,1.5268849546893049,-0.41199110638142195,2.2125645868013035,-0.04050070663326697,0.5281374749503454,1.5249101469462782,-1.2727941757449577,2.8190135447482993,1.1644275498775432,0.4265679986007971,7.5296962644063266
Domantas Sabonis,2021-22,0.39466055951627493,1.5005317141745727,1.4296019699247449,-0.6535601143312472,-0.10555155936294763,3.4304167899987714,1.5793570299620827,-2.237289969671997,0.7081238760777437,-0.13113206842151004,1.3902206349032686,7.305378862769758
DeMar DeRozan,2021-22,1.090608110682884,1.7245342585497918,0.5824691548239078,-0.5389151262859452,0.8774391041077816,0.4415022715160639,1.4160163809146706,-1.3933561499858378,0.44426266749392435,-0.39024399208132066,2.8601992326528016,7.114515912388721
Al Horford,2021-22,0.7426343350995794,0.8021708405341852,0.12820952933505383,0.14895480198586702,0.6244635657145791,1.5244423144445811,0.5993131356776095,0.4150734636273606,-0.08345974967371436,2.200875244516786,-0.030758676254613367,7.071918805007273
Mikal Bridges,2021-22,1.388871346897145,1.5532381952040357,0.9507877700851413,0.2635997900311689,0.5666405855104184,0.008326254344656968,0.0003974225037646723,0.5356354378682404,1.2358462932453824,-0.13113206842151004,0.6225651449674013,6.994776172235844
Bam Adebayo,2021-22,0.09639732330201392,1.2633525495419886,1.2331653751187537,-1.3414300426030594,-0.018817089056706746,2.5640647556559575,0.5993131356776095,-1.6344800984675978,1.763568710413021,0.9053156262177325,1.4228868259643699,6.8533370717640825
CJ McCollum,2021-22,0.39466055951627493,1.5268849546893049,0.04226851910743267,1.9832746107106993,-0.5319960383686312,0.051643856061797506,1.5249101469462782,-0.9111082530223182,0.9719850846615633,-0.13113206842151004,1.9128796918808808,6.834271063761771
Khris Middleton,2021-22,0.5935027169924489,1.2369993090272566,-0.16644536287393297,1.5246946585294914,0.9714014469395426,0.5281374749503454,1.688250795993691,-1.9961660211902372,1.2358462932453824,-0.39024399208132066,1.5862177812698735,6.81219510080254
Jonas Valanciunas,2021-22,0.991187031944797,0.9602902836225747,1.0735606418388857,-0.42427013824064314,0.4654503701531382,3.1271935779787867,0.163738071551177,-1.3933561499858378,-0.34732095825753373,0.9053156262177325,1.2105565840672148,6.732344940890291
Ja Morant,2021-22,0.1461078626710574,1.3292356508288177,0.44741899589478884,0.37824477807647106,0.03900589114745385,0.6580902801017674,2.3960602751991438,-2.598975892394637,1.2358462932453824,-0.13113206842151004,2.77853375500005,6.678435821348785
Mitchell Robinson,2021-22,0.8917659532067099,0.3541657517837473,3.7377319588951385,-1.3414300426030594,-1.9486590533705648,1.9143007298988473,-0.9796464717807084,0.5356354378682404,0.18040145891010498,3.496434862815839,-0.3084213002739695,6.532279285350325
Robert Covington,2021-22,0.8420554138376664,0.5649916759016005,-0.44882296790754533,0.7221797422123772,0.6172356931890589,0.5714550766674859,-0.5440714076542759,0.17394951514560072,2.0274299189968406,2.200875244516786,-0.3084213002739695,6.4188566046316256
Evan Mobley,2021-22,0.7426343350995794,1.4214719926303776,0.6315783035254056,-0.9974950784671534,-0.6693256163535126,1.7843479247474257,0.1092911885353729,-0.7905462787814382,0.18040145891010498,3.2373229391560288,0.7532299092118044,6.402911078213996
Scottie Barnes,2021-22,0.991187031944797,1.6322979167482308,0.4351417087194144,-0.42427013824064314,-0.14891879451606807,1.4378071110102997,0.6537600186934135,-0.6699843045405585,0.9719850846615633,0.646203702557922,0.8022291958034556,6.327438532841826
Zach LaVine,2021-22,0.6432132563614924,1.5400615749466708,0.23870511391342386,1.8686296226653973,0.7039701634952998,0.18159666121321952,1.198228848851454,-1.6344800984675978,-0.34732095825753373,-0.39024399208132066,2.288540889083539,6.290901081724044
Tobias Harris,2021-22,0.9414764925757534,1.5532381952040357,0.31236883696566986,0.2635997900311689,0.6244635657145791,1.1345838989903148,0.6537600186934135,-0.42886035605879874,-0.34732095825753373,0.3870917788981114,1.1125580108839124,6.206959273640627
Jaylen Brown,2021-22,0.5935027169924489,1.3951187521156467,0.20187325238730053,1.5246946585294914,0.017322273570893623,0.8313606869703299,0.6537600186934135,-1.7550420727084777,0.9719850846615633,-0.39024399208132066,2.1578761248391363,6.202207503970425
Tyrese Maxey,2021-22,1.0408975713138404,1.6191212964908648,0.34920069849179325,0.7221797422123772,0.7979325063270608,-0.42484976282674997,1.089335082819846,0.05338754090472098,-0.08345974967371436,-0.13113206842151004,1.1615572974755637,6.194170155114092
OG Anunoby,2021-22,-0.30128699165033407,1.7113576382924258,-0.16644536287393297,1.4100496704841892,-0.011589216531186672,0.5714550766674859,0.163738071551177,-0.5494223302996788,2.0274299189968406,0.12797985523830052,1.0962249153533623,6.079491245228648
Mo Bamba,2021-22,0.8420554138376664,0.3541657517837473,0.287814262614921,0.37824477807647106,0.18356334165785532,1.6977127213131438,-0.59851829067008,0.17394951514560072,-0.6111821668413534,3.2373229391560288,0.034573705867588164,5.979701971941589
Jakob Poeltl,2021-22,0.6929237957305359,0.7889942202768192,1.9820798928165937,-1.3414300426030594,-1.8836082006408843,2.2175239419188326,0.272631837582785,-0.42886035605879874,-0.08345974967371436,3.2373229391560288,0.5082334762535489,5.9623517547586875
Kyle Lowry,2021-22,0.4443710988853184,1.4346486128877438,-0.20327722440005633,1.2954046824388872,0.6895144184442596,0.13827905949607897,2.831635339325576,-1.7550420727084777,0.9719850846615633,-0.39024399208132066,0.4919003807229986,5.949175387672571
Clint Capela,2021-22,0.991187031944797,0.604521536673698,1.9206934569397214,-1.3414300426030594,-2.0426213962023256,3.34378158656449,-0.59851829067008,0.7767593863500002,-0.08345974967371436,2.200875244516786,0.11623918352034,5.888027947360652
Saddiq Bey,2021-22,1.388871346897145,1.3160590305714517,-0.7434778601165314,1.6393396465747936,0.5160454778317787,0.5281374749503454,0.272631837582785,0.05338754090472098,0.44426266749392435,-0.6493559157411314,0.9328939600478587,5.69879520699714
John Collins,2021-22,-0.0030237554360730747,1.026173384909404,0.8525694726821457,0.03430981394056489,0.2702978119640962,1.5677599161617217,-0.2718369925752555,0.17394951514560072,-0.34732095825753373,1.4235394735373539,0.9492270555784087,5.675644737650433
Julius Randle,2021-22,0.8917659532067099,1.6191212964908648,-0.5593185524859147,0.6075347541670754,0.0028665285198534755,2.4774295522216767,1.5249101469462782,-2.598975892394637,-0.08345974967371436,0.12797985523830052,1.5862177812698735,5.5960716735063665
Marcus Smart,2021-22,0.8420554138376664,1.2238226887698906,-0.4733775422582942,0.6075347541670754,0.2702978119640962,-0.16494415252390596,1.9604852110727111,-1.1522322015040782,2.55515233616448,-0.39024399208132066,0.2795701388258437,5.558120466434164
Damian Lillard,2021-22,-1.2457872396621605,1.764064119321889,-0.6698141370642847,2.3272095748466057,0.8846669766333017,-0.03499134737248396,2.722741573293968,-1.9961660211902372,-0.34732095825753373,-0.13113206842151004,2.2232085069613374,5.496678979088892
Buddy Hield,2021-22,1.3391608075281014,1.026173384909404,-0.6207049883627869,2.3272095748466057,0.8557554865312214,0.09496145777893843,0.272631837582785,-0.7905462787814382,0.44426266749392435,-0.39024399208132066,0.8512284823951066,5.409888439840542
Herbert Jones,2021-22,1.190029189420971,0.9075838025931112,0.23870511391342386,-0.5389151262859452,0.6100078206635389,-0.16494415252390596,-0.1084963435278433,-0.06717443333615902,2.55515233616448,0.9053156262177325,-0.14509034496846582,5.382173488330938
Deandre Ayton,2021-22,0.19581840204010093,0.8548773215636483,2.1785164876225847,-1.2267850545577572,-0.06941219673534726,2.607382357373098,-0.48962452463847184,-0.42886035605879874,-0.08345974967371436,0.646203702557922,1.1125580108839124,5.297214400377177
Bobby Portis,2021-22,0.8917659532067099,0.6835812582178926,0.2755369754395472,0.7221797422123772,-0.02604496158222682,2.1308887384845505,-0.59851829067008,-0.06717443333615902,-0.08345974967371436,0.646203702557922,0.687897527089603,5.262856461946423
Kyle Kuzma,2021-22,0.5935027169924489,1.3687655116009148,-0.05594977829556292,0.8368247302576791,-0.3151598626030298,1.8709831281817066,0.6537600186934135,-1.6344800984675978,-0.34732095825753373,1.1644275498775432,1.0962249153533623,5.231577873333344
Jordan Poole,2021-22,1.090608110682884,0.9207604228504772,-0.10505892699706072,1.8686296226653973,1.224376985332745,-0.3382145593924687,0.9259944337724338,-1.5139181242267177,0.18040145891010498,-0.39024399208132066,1.3248882527810673,5.188223684297541
Mike Conley,2021-22,0.8917659532067099,0.7362877392473561,-0.26466366027692856,1.2954046824388872,0.2919814295406564,-0.5114849662610315,1.6338039129778865,-0.5494223302996788,1.499707501829202,-0.39024399208132066,0.5408996673146496,5.174035937636387
De'Aaron Fox,2021-22,0.2455289414091444,1.6191212964908648,0.20187325238730053,0.14895480198586702,-0.04050070663326697,-0.12162655080676522,1.7971445620252986,-1.8756040469493571,1.2358462932453824,-0.13113206842151004,2.0925437427169347,5.172149517449894
Derrick White,2021-22,1.0408975713138404,0.8285240810489167,-0.43654568073217087,0.37824477807647106,0.7834767612760206,-0.294896957675328,1.4160163809146706,-0.42886035605879874,0.44426266749392435,0.9053156262177325,0.45923418966189766,5.095669061537176
Cade Cunningham,2021-22,0.4940816382543619,1.2633525495419886,-0.4979321166090424,0.7221797422123772,0.6461471832911393,0.5714550766674859,1.7971445620252986,-2.9606618151172763,1.2358462932453824,0.646203702557922,1.145224201945013,5.0630410180146495
Bogdan Bogdanovic,2021-22,0.4443710988853184,0.8285240810489167,-0.31377280897842635,1.7539846346200956,0.6316914382400991,-0.07830894908962449,0.43597248663019733,0.17394951514560072,0.9719850846615633,-0.6493559157411314,0.7695630047423547,4.968603670164963
Dorian Finney-Smith,2021-22,1.2894502681590578,1.3160590305714517,0.17731867803655163,1.1807596943935854,-0.5825911460472717,0.22491426293036043,-0.21739010955945154,0.2945114893864807,0.9719850846615633,0.12797985523830052,0.0999060879897897,4.882903195760417
Wendell Carter Jr.,2021-22,0.39466055951627493,0.9075838025931112,0.8402921855067712,-0.08033517410473699,-0.46694518563895054,2.7373351625245204,0.272631837582785,-0.7905462787814382,-0.34732095825753373,0.646203702557922,0.7532299092118044,4.86678956271053
Keldon Johnson,2021-22,1.0408975713138404,1.1711162077404276,0.11593224215967937,1.0661147063482834,0.0028665285198534755,0.8313606869703299,-0.1084963435278433,0.05338754090472098,0.18040145891010498,-0.6493559157411314,1.0798918198228118,4.784116503421077
Brandon Ingram,2021-22,0.046686783932970426,1.4478252331451098,0.05454580628280713,0.14895480198586702,0.5088176053062586,0.7014078818189079,1.7971445620252986,-1.7550420727084777,-0.34732095825753373,0.12797985523830052,2.0108782650641825,4.74187776383369
Tyler Herro,2021-22,0.5935027169924489,1.2633525495419886,-0.11733621417243517,1.7539846346200956,0.812388251378101,0.3548670680817824,0.9259944337724338,-1.6344800984675978,-0.08345974967371436,-0.9084678394009419,1.6842163544531754,4.644562107125338
Seth Curry,2021-22,0.4940816382543619,1.3555888913435485,0.3737552728425421,1.5246946585294914,0.8412997414801813,-0.4681673645438907,0.7082069017092176,-0.5494223302996788,0.18040145891010498,-0.6493559157411314,0.7532299092118044,4.5643128616965525
Will Barton,2021-22,0.8420554138376664,1.1974694482551596,-0.22783179875080523,1.1807596943935854,0.34257653721929693,0.268231864647501,0.8715475507566297,-0.6699843045405585,0.18040145891010498,-0.13113206842151004,0.7042306226201532,4.558324418927223
Jerami Grant,2021-22,-0.3509975310193776,1.1711162077404276,-0.3751592448552986,0.8368247302576791,0.5955520756124988,-0.03499134737248396,0.05484430551956879,-0.6699843045405585,0.44426266749392435,1.4235394735373539,1.4392199214949197,4.534226953868654
Harrison Barnes,2021-22,1.1403186500519273,1.3951187521156467,0.15276410368580273,0.7221797422123772,0.5088176053062586,0.6147726783846265,0.05484430551956879,-0.30829838181791874,-0.08345974967371436,-0.6493559157411314,0.9818932466395094,4.529595036682953
Josh Hart,2021-22,-0.0030237554360730747,1.3424122710861837,0.5824691548239078,0.2635997900311689,0.017322273570893623,1.3078543058588779,0.9804413167882376,-1.0316702272631983,0.9719850846615633,-0.6493559157411314,0.7368968136812541,4.518931112061684
Devin Vassell,2021-22,0.8420554138376664,0.5649916759016005,-0.36288195767992415,0.8368247302576791,0.5955520756124988,0.051643856061797506,-0.21739010955945154,0.5356354378682404,0.9719850846615633,0.3870917788981114,0.3122363298869446,4.517744315746726
Lauri Markkanen,2021-22,0.3449500201472314,1.026173384909404,-0.14189078852318407,1.1807596943935854,0.812388251378101,0.6580902801017674,-0.5440714076542759,0.4150734636273606,-0.08345974967371436,0.12797985523830052,0.7205637181507039,4.51655672209528
Klay Thompson,2021-22,-1.09665562155503,0.8417007013062822,-0.3383273833291753,2.7857895270278137,1.0581359172457834,-0.12162655080676522,0.272631837582785,-0.06717443333615902,-0.6111821668413534,0.12797985523830052,1.635217067861524,4.486488750394006
Franz Wagner,2021-22,1.2397397287900145,1.012996764652038,0.14048681651042827,0.03430981394056489,0.7762488887505006,0.13827905949607897,0.3270787205985891,-0.30829838181791874,0.44426266749392435,-0.13113206842151004,0.785896100272905,4.459868110265615
Jalen Brunson,2021-22,1.2397397287900145,1.1711162077404276,0.5579145804731589,0.03430981394056489,0.6100078206635389,-0.12162655080676522,1.3615694978988662,-0.42886035605879874,0.18040145891010498,-1.1675797630607527,0.9655601511089593,4.40255258959932
Malcolm Brogdon,2021-22,-0.8978134640788561,1.3819421318582807,-0.10505892699706072,0.49288976612177315,0.7256537810718601,0.398184669798923,1.9604852110727111,-1.0316702272631983,0.18040145891010498,-0.13113206842151004,1.4228868259643699,4.396769158037398
Bradley Beal,2021-22,-0.698971306602682,1.7113576382924258,-0.06822706547093738,0.49288976612177315,0.5594127129848984,0.22491426293036043,2.341613392183339,-2.598975892394637,0.44426266749392435,-0.13113206842151004,2.0925437427169347,4.369687849833889
Kentavious Caldwell-Pope,2021-22,1.1403186500519273,0.9471136633652087,-0.26466366027692856,1.0661147063482834,0.9714014469395426,-0.3382145593924687,-0.21739010955945154,-0.06717443333615902,0.9719850846615633,-0.39024399208132066,0.45923418966189766,4.278480986382094
Monte Morris,2021-22,1.0408975713138404,0.9075838025931112,0.3369234113164188,0.6075347541670754,0.819616123903621,-0.5114849662610315,1.1437819658356503,0.2945114893864807,-0.08345974967371436,-0.6493559157411314,0.36123561647859553,4.267784103318916
Russell Westbrook,2021-22,1.190029189420971,1.4873550939172067,-0.15416807569855853,-0.19498016215003913,-0.6404141262514323,1.3944895092931593,2.6138478072623594,-3.0812237893581558,0.7081238760777437,-0.39024399208132066,1.3248882527810673,4.257703583213002
Gordon Hayward,2021-22,-0.25157645228129055,1.1711162077404276,0.029991231932058226,0.7221797422123772,0.6533750558166593,0.18159666121321952,0.7082069017092176,-0.5494223302996788,0.7081238760777437,-0.13113206842151004,0.9002277689867578,4.142686594685982
Draymond Green,2021-22,-0.40070807038842104,0.7758176000194532,0.8402921855067712,-0.9974950784671534,-0.6982371064555929,1.3511719075760182,2.5594009242465554,-2.116727995431117,1.499707501829202,1.6826513971971648,-0.4717522555794732,4.024121010053407
Jusuf Nurkic,2021-22,0.09639732330201392,0.6835812582178926,0.9630650572605157,-0.9974950784671534,-0.4741730581644706,2.9972407728273645,0.272631837582785,-1.6344800984675978,0.9719850846615633,0.3870917788981114,0.7532299092118044,4.01907478686283
Alec Burks,2021-22,1.3391608075281014,0.7362877392473561,-0.8048642959934037,0.8368247302576791,0.47990611520417836,0.31154946636464187,0.3815256036143932,0.17394951514560072,0.7081238760777437,-0.39024399208132066,0.21423775670364217,3.9864573220686124
Royce O'Neale,2021-22,1.1403186500519273,1.078879865938867,0.0054366575813093255,0.37824477807647106,0.349804409744817,0.268231864647501,0.1092911885353729,0.2945114893864807,0.9719850846615633,-0.13113206842151004,-0.4880853511100235,3.9774865690927754
Jae Crowder,2021-22,0.6432132563614924,0.6704046379605271,-0.7066459985904081,0.8368247302576791,0.24138632186201592,0.4848198732332044,-0.21739010955945154,0.5356354378682404,1.763568710413021,-0.13113206842151004,-0.16142344049901614,3.959261350885795
Matisse Thybulle,2021-22,0.5935027169924489,0.3278125112690158,0.53336000612241,-0.5389151262859452,0.25584206691305605,-0.8147081782810164,-0.6529651736858839,0.7767593863500002,2.55515233616448,1.6826513971971648,-0.7657479751293798,3.95274396762635
Aaron Gordon,2021-22,1.0408975713138404,1.144762967225696,0.778905749629899,0.03430981394056489,-0.09109581431190748,0.7447254835360488,0.1092911885353729,-0.6699843045405585,-0.34732095825753373,0.3870917788981114,0.7532299092118044,3.8848133851813387
Norman Powell,2021-22,-0.45041860975746456,1.2369993090272566,0.05454580628280713,1.4100496704841892,0.40039951742345753,-0.42484976282674997,-0.1084963435278433,-0.30829838181791874,0.44426266749392435,0.12797985523830052,1.4065537304338191,3.788727458453778
Cole Anthony,2021-22,0.5437921776234054,1.144762967225696,-0.8048642959934037,0.9514697183029812,0.7111980360208199,0.5281374749503454,1.851591445041103,-1.6344800984675978,-0.08345974967371436,-0.39024399208132066,0.9655601511089593,3.783463834057274
Chuma Okeke,2021-22,0.7923448744686229,0.2619294099821867,-0.9890236036240204,0.6075347541670754,0.6533750558166593,0.3548670680817824,-0.32628387559105954,0.5356354378682404,1.763568710413021,0.3870917788981114,-0.2920882047434192,3.7489514057372
Jarred Vanderbilt,2021-22,0.991187031944797,0.3146358910116498,1.6014839903799858,-1.3414300426030594,-0.7199207240321531,1.827665526464566,-0.5440714076542759,0.2945114893864807,1.499707501829202,0.3870917788981114,-0.5697508287627754,3.7411102068625293
Malik Monk,2021-22,1.090608110682884,0.6704046379605271,0.20187325238730053,1.2954046824388872,0.2847535570151364,-0.3382145593924687,0.3270787205985891,-0.42886035605879874,0.18040145891010498,-0.13113206842151004,0.5572327628452002,3.709550198965852
Carmelo Anthony,2021-22,0.7426343350995794,0.39369561255584484,-0.19099993722468186,1.1807596943935854,0.5377290954083389,0.008326254344656968,-0.707412056701688,0.4150734636273606,-0.08345974967371436,0.9053156262177325,0.4755672851924483,3.6772296232394632
Cameron Johnson,2021-22,0.5935027169924489,0.4200488530705764,0.04226851910743267,1.5246946585294914,0.7545652711739403,-0.03499134737248396,-0.43517764162266775,0.6561974121091203,0.44426266749392435,-0.6493559157411314,0.34490252094804524,3.6609177146886966
P.J. Washington,2021-22,0.5437921776234054,0.5518150556442345,0.16504139086117717,0.6075347541670754,-0.2862483725009495,0.4415022715160639,0.0003974225037646723,-0.06717443333615902,0.44426266749392435,1.1644275498775432,-0.014425580724062765,3.5509249031260177
Evan Fournier,2021-22,1.2894502681590578,0.8548773215636483,-0.48565482943366867,2.0979195987560018,-0.3440713527051101,-0.6847553731295941,-0.1084963435278433,-0.06717443333615902,0.7081238760777437,-0.39024399208132066,0.606232049436851,3.4762067897796065
Daniel Gafford,2021-22,0.8917659532067099,-0.38372498262873783,2.9028764309696773,-1.3414300426030594,-0.40912220543478994,0.6580902801017674,-0.7618589397174922,0.4150734636273606,-0.8750433754251727,2.459987168176596,-0.16142344049901614,3.395190309773843
Kevin Huerter,2021-22,0.991187031944797,0.8680539418210143,-0.03139520394481402,1.1807596943935854,0.3787158998468973,-0.3382145593924687,0.21818495456698112,0.05338754090472098,-0.08345974967371436,-0.13113206842151004,0.2795701388258437,3.3856576208713323
